,ST,ST_conf
theta,0.282842868764135,0.12455703263739054
rho_b,0.0030147663240924914,0.012995192498637578
D,0.03640616548334477,0.19131997888404234
v,8.300889216366897,40.962155190372044
lamb,0.0007577803237773175,0.0030320722471493438
alpha,0.0029438947830197917,0.014514594984031801
kd,0.011230413431519952,0.048390692785193284
