,ST,ST_conf
theta,0.6837694110465625,1.314148048072499
rho_b,0.007493637088075774,0.009698249396438376
D,0.11587863216381233,0.1345765384017431
v,0.5738428577765328,0.5078661911755483
lamb,0.09472801796786988,0.18342481127317065
alpha,0.057727728547456475,0.10924988194455722
kd,0.146426874795165,0.28959070417937166
