,ST,ST_conf
theta,0.36224133806979386,0.3776193736491603
rho_b,0.0060278669598817,0.007407307482364203
D,0.023768910603430782,0.029147093895451337
v,21.935331986853488,40.66168901255785
lamb,0.002529484738240394,0.0036570956879635984
alpha,0.000978108369390684,0.0012598551397043495
kd,0.022270606482426923,0.025562181227931316
