,S1,S1_conf
theta,0.0,0.0
rho_b,0.0,0.0
D,0.08332755700496089,0.12896383855748175
v,0.8647334511459066,0.766288499390902
lamb,-4.493869075073367e-05,9.740216766929528e-05
alpha,0.0,0.0
kd,0.0,0.0
