,ST,ST_conf
theta,0.07843709201256158,0.2678846062853404
rho_b,0.009509324845535893,0.03577559621636289
D,0.3366625259098882,1.7988507633813104
v,0.23492283505221476,0.8091111701577312
lamb,0.0013660576768514808,0.0056643500967417625
alpha,0.03467209760243244,0.13818663037999976
kd,0.021104167627967633,0.08729436597789059
