,S1,S1_conf
theta,0.17491781573892412,0.3768054456072967
rho_b,-0.006681796215682104,0.01126467293440252
D,0.04942639673815162,0.11721026882452054
v,1.1543071598043748,1.5184984266990813
lamb,0.006055150285594952,0.017116578552583146
alpha,0.003803933575799547,0.013789579414112772
kd,-0.034775980904562895,0.09292156454882
