,ST,ST_conf
theta,0.20974293559152635,0.36072211850702113
rho_b,0.018967304792269105,0.03503315054599716
D,0.16313914238925548,0.3344183743194496
v,0.5766145993079478,1.01333575272461
lamb,0.02297677746839064,0.04171064848771482
alpha,0.002165774329488953,0.004309283685399056
kd,0.05343247929327704,0.090334742234522
