,ST,ST_conf
theta,0.03834047720879151,0.06464853888373305
rho_b,4.664119307714484e-05,7.683058784029228e-05
D,0.006714856282922923,0.02875571245886554
v,1.3678120520603136,1.353074409250964
lamb,0.0001712488727786596,0.000372369120254554
alpha,0.0007949069897643213,0.004976709806580458
kd,0.010690158502241216,0.04785531762308144
