,ST,ST_conf
theta,0.0,0.0
rho_b,0.0,0.0
D,0.00600487396483211,0.024271504192839903
v,1.0918529558248988,0.24971259674832447
lamb,1.9956112131550572e-08,1.3343117694551128e-07
alpha,0.0,0.0
kd,0.0,0.0
