,S1,S1_conf
theta,0.0,0.0
rho_b,0.0,0.0
D,-0.0021933288886124037,0.04698135779985018
v,1.0914538095725703,1.1161103179254799
lamb,-1.8601279206369545e-05,0.0001243724509481951
alpha,0.0,0.0
kd,0.0,0.0
