,ST,ST_conf
theta,0.37503455391000623,0.24507583617967152
rho_b,0.005517599851939941,0.007359379180793253
D,0.042217593157735156,0.10824233523139822
v,14.716933581675201,31.948934052411534
lamb,0.0016696134293623574,0.002963454839837927
alpha,0.0022886304838334957,0.006824224843483142
kd,0.018633515914487444,0.031968861162130206
