,S1,S1_conf
theta,0.6231781426338152,0.9971404690893515
rho_b,0.0055651976168630745,0.08550346272035025
D,0.01779501754275432,0.10782942870390595
v,2.4022066264751865,4.519022454466537
lamb,-0.01774033179629141,0.02730760417864748
alpha,0.004171818579174723,0.025003186769325825
kd,-0.0526799461313403,0.09843421251879667
